Date;Wind speed  (vc avg);Wind  direction  (vc avg);Wind  speed (max);Wind Dir.(Max wind speed);latitude;longitude;station_id
22 Jun 2020;0.7;232.46945650356;3.8;339.5;-24.1296;15.8947;31201
23 Jun 2020;0.5;324.53369144696;5.0;21.19;-24.1296;15.8947;31201
24 Jun 2020;2.3;349.74550793147;7.9;357.4;-24.1296;15.8947;31201
25 Jun 2020;1.5;271.48026113379;5.0;295.8;-24.1296;15.8947;31201
26 Jun 2020;1.2;236.18577933237;3.5;296.1;-24.1296;15.8947;31201
27 Jun 2020;2.3;185.65508875525;4.4;181.8;-24.1296;15.8947;31201
28 Jun 2020;1.6;218.87444437949;3.7;240.8;-24.1296;15.8947;31201
29 Jun 2020;0.8;224.01519378972;4.7;2.41;-24.1296;15.8947;31201
30 Jun 2020;1.2;102.83208468505;3.3;93.0;-24.1296;15.8947;31201
01 Jul 2020;1.0;41.49333974386;5.9;21.15;-24.1296;15.8947;31201
02 Jul 2020;0.6;187.81604239781;2.9;323.4;-24.1296;15.8947;31201
03 Jul 2020;2.3;89.445077236915;5.4;58.6;-24.1296;15.8947;31201
04 Jul 2020;1.9;143.81616588948;4.0;181.4;-24.1296;15.8947;31201
05 Jul 2020;1.5;88.740763710316;4.4;41.65;-24.1296;15.8947;31201
06 Jul 2020;1.3;293.86094450581;5.2;218.2;-24.1296;15.8947;31201
07 Jul 2020;1.0;224.59883239583;6.6;191.8;-24.1296;15.8947;31201
08 Jul 2020;3.0;324.37854882374;11.5;330.4;-24.1296;15.8947;31201
09 Jul 2020;3.1;307.59363537858;9.1;312.9;-24.1296;15.8947;31201
10 Jul 2020;4.6;292.72451143146;8.7;287.5;-24.1296;15.8947;31201
11 Jul 2020;2.3;162.8817671779;5.6;183.5;-24.1296;15.8947;31201
12 Jul 2020;2.0;299.26623177288;8.7;327.2;-24.1296;15.8947;31201
13 Jul 2020;2.5;186.60041287152;5.3;207.7;-24.1296;15.8947;31201
14 Jul 2020;3.4;114.82479978829;7.3;79.04;-24.1296;15.8947;31201
15 Jul 2020;4.6;108.20372216116;6.4;113.1;-24.1296;15.8947;31201
16 Jul 2020;4.0;105.69373935354;10.0;44.76;-24.1296;15.8947;31201
17 Jul 2020;2.7;96.019190639694;6.5;55.02;-24.1296;15.8947;31201
18 Jul 2020;1.1;146.50754726576;5.7;78.32;-24.1296;15.8947;31201
19 Jul 2020;0.5;21.986596352619;6.0;58.8;-24.1296;15.8947;31201
20 Jul 2020;1.4;9.9898973277521;5.3;22.65;-24.1296;15.8947;31201
21 Jul 2020;0.9;286.05650547348;6.0;339.8;-24.1296;15.8947;31201
22 Jul 2020;0.6;130.90022155644;6.4;28.51;-24.1296;15.8947;31201
23 Jul 2020;2.0;86.243434368325;6.4;41.67;-24.1296;15.8947;31201
24 Jul 2020;2.7;39.220803484006;8.2;34.99;-24.1296;15.8947;31201
25 Jul 2020;0.6;26.398348198539;6.7;10.85;-24.1296;15.8947;31201
26 Jul 2020;1.8;104.76564485084;3.9;57.91;-24.1296;15.8947;31201
27 Jul 2020;1.3;69.230212543776;7.0;32.19;-24.1296;15.8947;31201
28 Jul 2020;1.3;268.91531281583;6.5;343.6;-24.1296;15.8947;31201
29 Jul 2020;2.1;199.77139291411;5.4;204.5;-24.1296;15.8947;31201
30 Jul 2020;3.9;62.825158015599;9.4;41.13;-24.1296;15.8947;31201
31 Jul 2020;3.5;47.092165761732;9.1;21.98;-24.1296;15.8947;31201
01 Aug 2020;3.2;29.172387151748;8.3;43.51;-24.1296;15.8947;31201
02 Aug 2020;1.2;16.264040650088;6.1;21.9;-24.1296;15.8947;31201
03 Aug 2020;1.1;234.79201172758;5.7;208.3;-24.1296;15.8947;31201
04 Aug 2020;1.5;249.76613158049;4.4;266.2;-24.1296;15.8947;31201
05 Aug 2020;1.6;249.30096341203;5.3;263.4;-24.1296;15.8947;31201
06 Aug 2020;2.9;114.54517192792;8.2;93.8;-24.1296;15.8947;31201
07 Aug 2020;3.5;49.633021271173;8.2;87.3;-24.1296;15.8947;31201
08 Aug 2020;3.1;297.6995992053;6.3;280.8;-24.1296;15.8947;31201
09 Aug 2020;1.4;180.65429121278;3.9;180.0;-24.1296;15.8947;31201
10 Aug 2020;0.6;251.44295560533;4.7;274.6;-24.1296;15.8947;31201
11 Aug 2020;1.9;188.12386024343;4.1;176.9;-24.1296;15.8947;31201
12 Aug 2020;2.7;184.71057241167;5.0;183.1;-24.1296;15.8947;31201
13 Aug 2020;2.8;101.79783967437;6.2;97.8;-24.1296;15.8947;31201
14 Aug 2020;1.6;308.44397605798;8.1;308.0;-24.1296;15.8947;31201
15 Aug 2020;1.8;215.62919085826;5.9;189.8;-24.1296;15.8947;31201
16 Aug 2020;0.9;185.13749837686;3.4;150.2;-24.1296;15.8947;31201
17 Aug 2020;2.7;222.52122625412;6.8;296.8;-24.1296;15.8947;31201
18 Aug 2020;3.8;129.35857186201;7.8;144.8;-24.1296;15.8947;31201
19 Aug 2020;4.4;107.28216015872;6.4;106.1;-24.1296;15.8947;31201
20 Aug 2020;2.0;158.88123803098;5.2;175.6;-24.1296;15.8947;31201
21 Aug 2020;1.5;105.64507737728;3.7;95.9;-24.1296;15.8947;31201
22 Aug 2020;1.5;110.6368615663;5.3;43.02;-24.1296;15.8947;31201
23 Aug 2020;0.9;271.37772989014;6.1;354.6;-24.1296;15.8947;31201
24 Aug 2020;1.5;272.69367328039;5.4;336.4;-24.1296;15.8947;31201
25 Aug 2020;2.0;285.06414780799;5.5;300.3;-24.1296;15.8947;31201
26 Aug 2020;2.0;285.68115742817;5.0;296.4;-24.1296;15.8947;31201
27 Aug 2020;1.1;222.49006559016;4.1;211.5;-24.1296;15.8947;31201
28 Aug 2020;1.7;241.05269750721;5.0;230.8;-24.1296;15.8947;31201
29 Aug 2020;3.5;192.63679119423;9.2;187.0;-24.1296;15.8947;31201
30 Aug 2020;2.2;140.6322802223;4.3;92.4;-24.1296;15.8947;31201
31 Aug 2020;1.3;157.7155217719;4.3;191.6;-24.1296;15.8947;31201
01 May 2021;2.8;58.468871745184;6.1;71.43;-24.1296;15.8947;31201
02 May 2021;1.8;29.064770334857;6.3;80.9;-24.1296;15.8947;31201
03 May 2021;1.3;255.64757994738;5.2;208.2;-24.1296;15.8947;31201
04 May 2021;1.3;250.53372509019;5.3;225.8;-24.1296;15.8947;31201
05 May 2021;1.3;240.3895524015;4.5;202.8;-24.1296;15.8947;31201
06 May 2021;2.5;278.57582768181;6.4;305.8;-24.1296;15.8947;31201
07 May 2021;1.3;235.80794814258;4.4;191.8;-24.1296;15.8947;31201
08 May 2021;1.1;143.09943877759;4.0;190.4;-24.1296;15.8947;31201
09 May 2021;1.6;99.077757732622;4.4;100.5;-24.1296;15.8947;31201
10 May 2021;2.3;107.84794676926;3.8;91.6;-24.1296;15.8947;31201
11 May 2021;2.8;173.68425344718;7.6;180.6;-24.1296;15.8947;31201
12 May 2021;1.2;244.84915346479;5.1;325.9;-24.1296;15.8947;31201
13 May 2021;1.0;287.49755734368;6.1;339.1;-24.1296;15.8947;31201
14 May 2021;1.2;264.67332336824;4.6;331.8;-24.1296;15.8947;31201
15 May 2021;2.0;239.49528472195;5.7;287.2;-24.1296;15.8947;31201
16 May 2021;0.7;223.15416563038;2.7;302.2;-24.1296;15.8947;31201
17 May 2021;1.2;240.86646721951;3.6;255.1;-24.1296;15.8947;31201
18 May 2021;1.7;313.90269217359;8.2;355.0;-24.1296;15.8947;31201
19 May 2021;2.7;292.43474993807;7.8;302.5;-24.1296;15.8947;31201
20 May 2021;1.3;264.25865044775;3.9;297.8;-24.1296;15.8947;31201
21 May 2021;1.2;131.56966616111;3.1;107.2;-24.1296;15.8947;31201
22 May 2021;1.6;75.9722713137;4.3;20.85;-24.1296;15.8947;31201
23 May 2021;0.5;44.548729684636;4.7;14.18;-24.1296;15.8947;31201
24 May 2021;1.1;285.37378887099;5.5;342.4;-24.1296;15.8947;31201
25 May 2021;1.9;294.1076255374;6.0;340.9;-24.1296;15.8947;31201
26 May 2021;1.4;209.07518702052;5.2;196.6;-24.1296;15.8947;31201
27 May 2021;1.2;245.11016907548;4.7;186.0;-24.1296;15.8947;31201
28 May 2021;2.2;190.2579888763;5.0;212.3;-24.1296;15.8947;31201
29 May 2021;1.0;242.54502628181;4.2;241.0;-24.1296;15.8947;31201
30 May 2021;1.6;225.28522760478;3.7;235.1;-24.1296;15.8947;31201
31 May 2021;2.8;182.88038256393;5.3;190.5;-24.1296;15.8947;31201
01 Jun 2021;3.3;110.92524403145;5.4;101.3;-24.1296;15.8947;31201
02 Jun 2021;3.5;117.58558399947;4.6;101.2;-24.1296;15.8947;31201
03 Jun 2021;3.0;94.605806663955;6.2;67.66;-24.1296;15.8947;31201
04 Jun 2021;2.7;73.703129139879;6.1;56.77;-24.1296;15.8947;31201
05 Jun 2021;4.1;46.437750869967;8.3;22.31;-24.1296;15.8947;31201
06 Jun 2021;2.3;15.858322789412;6.5;20.33;-24.1296;15.8947;31201
07 Jun 2021;4.8;326.68836399752;10.4;312.4;-24.1296;15.8947;31201
08 Jun 2021;2.6;298.42460959501;6.2;292.2;-24.1296;15.8947;31201
09 Jun 2021;1.6;308.90548766333;5.3;326.6;-24.1296;15.8947;31201
10 Jun 2021;1.6;288.78524235412;6.0;293.5;-24.1296;15.8947;31201
11 Jun 2021;2.1;316.20253171267;7.8;323.0;-24.1296;15.8947;31201
12 Jun 2021;2.8;320.42019290043;9.5;352.6;-24.1296;15.8947;31201
13 Jun 2021;0.7;264.06174733978;4.5;346.3;-24.1296;15.8947;31201
14 Jun 2021;1.3;245.87182239846;4.4;206.0;-24.1296;15.8947;31201
15 Jun 2021;2.0;292.27669916998;6.2;294.7;-24.1296;15.8947;31201
16 Jun 2021;2.5;301.6140636639;5.0;326.2;-24.1296;15.8947;31201
17 Jun 2021;0.9;268.11590814921;4.2;331.9;-24.1296;15.8947;31201
18 Jun 2021;3.2;72.317664493729;9.7;34.23;-24.1296;15.8947;31201
19 Jun 2021;4.7;37.602628957912;9.6;33.37;-24.1296;15.8947;31201
20 Jun 2021;2.6;44.017423628838;6.0;32.37;-24.1296;15.8947;31201
21 Jun 2021;1.8;355.93875877932;5.4;0.84;-24.1296;15.8947;31201
22 Jun 2021;1.7;289.72371575189;6.2;327.2;-24.1296;15.8947;31201
23 Jun 2021;1.5;272.50448423952;5.6;303.6;-24.1296;15.8947;31201
24 Jun 2021;1.3;251.72999510776;4.4;306.8;-24.1296;15.8947;31201
25 Jun 2021;1.5;237.37812277566;4.6;298.2;-24.1296;15.8947;31201
26 Jun 2021;0.9;245.43762772413;3.4;312.7;-24.1296;15.8947;31201
27 Jun 2021;3.2;303.1042442981;9.4;304.3;-24.1296;15.8947;31201
28 Jun 2021;3.7;311.08957626242;6.9;304.8;-24.1296;15.8947;31201
29 Jun 2021;5.1;312.51390383703;10.6;295.5;-24.1296;15.8947;31201
30 Jun 2021;1.3;281.74618640128;5.1;336.1;-24.1296;15.8947;31201
01 Jul 2021;2.0;189.34254393242;4.0;189.4;-24.1296;15.8947;31201
02 Jul 2021;1.3;265.7113200852;5.3;315.5;-24.1296;15.8947;31201
03 Jul 2021;1.5;244.74040896548;5.0;309.5;-24.1296;15.8947;31201
04 Jul 2021;1.8;201.81965996271;3.1;201.3;-24.1296;15.8947;31201
05 Jul 2021;0.6;226.81321104326;4.4;317.6;-24.1296;15.8947;31201
06 Jul 2021;1.1;265.623441695;4.7;316.3;-24.1296;15.8947;31201
07 Jul 2021;1.7;286.18067241489;6.6;312.0;-24.1296;15.8947;31201
08 Jul 2021;1.8;290.89729874189;4.9;306.0;-24.1296;15.8947;31201
09 Jul 2021;1.4;254.71403713533;5.4;314.3;-24.1296;15.8947;31201
10 Jul 2021;1.3;244.4854674567;5.4;316.8;-24.1296;15.8947;31201
11 Jul 2021;2.4;304.98460280486;7.2;328.3;-24.1296;15.8947;31201
12 Jul 2021;2.0;229.12696358814;6.4;181.6;-24.1296;15.8947;31201
13 Jul 2021;3.0;123.5147382611;6.3;179.7;-24.1296;15.8947;31201
14 Jul 2021;3.1;106.56787723641;5.4;110.6;-24.1296;15.8947;31201
15 Jul 2021;1.1;148.9227968116;3.3;138.1;-24.1296;15.8947;31201
16 Jul 2021;0.6;130.53346499924;4.6;19.69;-24.1296;15.8947;31201
17 Jul 2021;1.6;102.07535822682;4.5;118.1;-24.1296;15.8947;31201
18 Jul 2021;3.1;43.354435646997;8.7;35.61;-24.1296;15.8947;31201
19 Jul 2021;0.8;232.3664637002;4.3;222.1;-24.1296;15.8947;31201
20 Jul 2021;1.5;232.96541986876;4.7;196.1;-24.1296;15.8947;31201
21 Jul 2021;1.9;159.06264790641;4.0;197.4;-24.1296;15.8947;31201
22 Jul 2021;1.5;119.0620143843;3.4;153.4;-24.1296;15.8947;31201
23 Jul 2021;2.3;116.74707170103;4.4;109.9;-24.1296;15.8947;31201
24 Jul 2021;2.1;116.31718512141;4.0;51.42;-24.1296;15.8947;31201
25 Jul 2021;0.9;79.524394461038;4.7;16.65;-24.1296;15.8947;31201
26 Jul 2021;3.3;335.18130021977;6.8;334.4;-24.1296;15.8947;31201
27 Jul 2021;1.8;304.06773105838;5.3;337.3;-24.1296;15.8947;31201
28 Jul 2021;1.6;245.89182128658;4.4;213.1;-24.1296;15.8947;31201
29 Jul 2021;2.0;95.970446766821;6.3;35.52;-24.1296;15.8947;31201
30 Jul 2021;3.5;92.404382111331;6.0;83.2;-24.1296;15.8947;31201
31 Jul 2021;2.8;43.393905799568;7.4;35.68;-24.1296;15.8947;31201
01 Aug 2021;1.1;107.66191817686;4.6;57.28;-24.1296;15.8947;31201
02 Aug 2021;1.7;6.4676108990026;5.7;8.75;-24.1296;15.8947;31201
03 Aug 2021;1.9;292.39719081963;7.0;282.9;-24.1296;15.8947;31201
04 Aug 2021;1.4;275.03576252826;3.7;292.5;-24.1296;15.8947;31201
05 Aug 2021;1.1;243.09850250696;4.3;237.0;-24.1296;15.8947;31201
06 Aug 2021;1.2;273.88956809839;4.7;302.7;-24.1296;15.8947;31201
07 Aug 2021;2.0;291.07342175225;7.0;322.1;-24.1296;15.8947;31201
08 Aug 2021;1.6;204.8274883189;5.5;208.1;-24.1296;15.8947;31201
09 Aug 2021;0.5;168.2082368599;5.2;80.8;-24.1296;15.8947;31201
10 Aug 2021;2.6;45.003081497929;8.4;64.44;-24.1296;15.8947;31201
11 Aug 2021;3.6;301.38471690906;7.5;295.2;-24.1296;15.8947;31201
12 Aug 2021;1.3;307.51453041879;4.8;315.6;-24.1296;15.8947;31201
13 Aug 2021;3.9;100.99317307624;6.5;95.2;-24.1296;15.8947;31201
14 Aug 2021;2.1;70.317600934452;5.6;85.3;-24.1296;15.8947;31201
15 Aug 2021;2.0;281.1257564025;5.0;319.5;-24.1296;15.8947;31201
16 Aug 2021;2.3;302.36666219509;6.9;307.7;-24.1296;15.8947;31201
17 Aug 2021;2.4;299.98279776978;6.7;299.3;-24.1296;15.8947;31201
18 Aug 2021;1.0;249.75213724113;3.6;303.5;-24.1296;15.8947;31201
19 Aug 2021;2.1;190.80922576749;5.1;208.9;-24.1296;15.8947;31201
20 Aug 2021;1.6;282.67825886182;4.4;296.4;-24.1296;15.8947;31201
21 Aug 2021;1.6;198.85312567592;3.9;192.1;-24.1296;15.8947;31201
22 Aug 2021;2.0;80.58643830957;7.4;89.8;-24.1296;15.8947;31201
23 Aug 2021;1.5;283.85655765326;5.3;292.8;-24.1296;15.8947;31201
24 Aug 2021;1.4;271.14428981595;6.1;305.1;-24.1296;15.8947;31201
25 Aug 2021;2.8;302.35871089233;7.3;316.3;-24.1296;15.8947;31201
26 Aug 2021;1.4;227.13126182882;4.0;234.4;-24.1296;15.8947;31201
27 Aug 2021;4.0;187.74169179282;8.0;186.3;-24.1296;15.8947;31201
28 Aug 2021;4.4;118.62207313861;8.2;108.7;-24.1296;15.8947;31201
29 Aug 2021;1.4;140.88321267447;5.3;119.6;-24.1296;15.8947;31201
30 Aug 2021;1.5;222.43919585392;3.4;266.4;-24.1296;15.8947;31201
31 Aug 2021;1.3;244.37938495158;4.6;328.4;-24.1296;15.8947;31201
01 May 2022;2.5;61.017152855612;9.7;35.76;-24.1296;15.8947;31201
02 May 2022;0.7;155.75298677796;4.4;188.1;-24.1296;15.8947;31201
03 May 2022;1.6;176.31216654591;4.6;169.4;-24.1296;15.8947;31201
04 May 2022;1.4;93.305417196212;5.5;61.42;-24.1296;15.8947;31201
05 May 2022;0.2;105.06358402513;6.3;22.87;-24.1296;15.8947;31201
06 May 2022;2.0;236.53569462853;5.2;213.6;-24.1296;15.8947;31201
07 May 2022;1.7;246.69538021948;5.6;284.9;-24.1296;15.8947;31201
08 May 2022;1.3;111.99868468274;4.0;123.9;-24.1296;15.8947;31201
09 May 2022;1.5;264.60542241965;4.8;290.9;-24.1296;15.8947;31201
10 May 2022;1.8;219.48448680119;4.5;220.0;-24.1296;15.8947;31201
11 May 2022;1.6;234.54411414904;4.5;224.9;-24.1296;15.8947;31201
12 May 2022;1.5;259.33329285946;4.6;299.2;-24.1296;15.8947;31201
13 May 2022;1.6;262.42016906785;4.7;310.6;-24.1296;15.8947;31201
14 May 2022;1.0;260.87172763979;3.5;301.5;-24.1296;15.8947;31201
15 May 2022;1.1;54.280293211474;9.2;32.48;-24.1296;15.8947;31201
16 May 2022;2.4;9.3454569995856;6.9;28.99;-24.1296;15.8947;31201
17 May 2022;3.5;17.202518917176;6.5;21.58;-24.1296;15.8947;31201
18 May 2022;1.9;317.70486513423;6.5;339.8;-24.1296;15.8947;31201
19 May 2022;2.3;273.85473898011;5.5;289.2;-24.1296;15.8947;31201
20 May 2022;3.0;187.75713278708;5.2;188.8;-24.1296;15.8947;31201
21 May 2022;;;;;-24.1296;15.8947;31201
22 May 2022;;;;;-24.1296;15.8947;31201
23 May 2022;;;;;-24.1296;15.8947;31201
24 May 2022;;;;;-24.1296;15.8947;31201
25 May 2022;;;;;-24.1296;15.8947;31201
26 May 2022;;;;;-24.1296;15.8947;31201
27 May 2022;;;;;-24.1296;15.8947;31201
28 May 2022;;;;;-24.1296;15.8947;31201
29 May 2022;;;;;-24.1296;15.8947;31201
30 May 2022;;;;;-24.1296;15.8947;31201
31 May 2022;;;;;-24.1296;15.8947;31201
01 Jun 2022;;;;;-24.1296;15.8947;31201
02 Jun 2022;;;;;-24.1296;15.8947;31201
03 Jun 2022;;;;;-24.1296;15.8947;31201
04 Jun 2022;;;;;-24.1296;15.8947;31201
05 Jun 2022;;;;;-24.1296;15.8947;31201
06 Jun 2022;;;;;-24.1296;15.8947;31201
07 Jun 2022;;;;;-24.1296;15.8947;31201
08 Jun 2022;;;;;-24.1296;15.8947;31201
09 Jun 2022;;;;;-24.1296;15.8947;31201
10 Jun 2022;;;;;-24.1296;15.8947;31201
11 Jun 2022;;;;;-24.1296;15.8947;31201
12 Jun 2022;;;;;-24.1296;15.8947;31201
13 Jun 2022;;;;;-24.1296;15.8947;31201
14 Jun 2022;;;;;-24.1296;15.8947;31201
15 Jun 2022;;;;;-24.1296;15.8947;31201
16 Jun 2022;;;;;-24.1296;15.8947;31201
17 Jun 2022;;;;;-24.1296;15.8947;31201
18 Jun 2022;;;;;-24.1296;15.8947;31201
19 Jun 2022;;;;;-24.1296;15.8947;31201
20 Jun 2022;;;;;-24.1296;15.8947;31201
21 Jun 2022;;;;;-24.1296;15.8947;31201
22 Jun 2022;;;;;-24.1296;15.8947;31201
23 Jun 2022;;;;;-24.1296;15.8947;31201
24 Jun 2022;;;;;-24.1296;15.8947;31201
25 Jun 2022;;;;;-24.1296;15.8947;31201
26 Jun 2022;;;;;-24.1296;15.8947;31201
27 Jun 2022;;;;;-24.1296;15.8947;31201
28 Jun 2022;;;;;-24.1296;15.8947;31201
29 Jun 2022;;;;;-24.1296;15.8947;31201
30 Jun 2022;;;;;-24.1296;15.8947;31201
01 Jul 2022;;;;;-24.1296;15.8947;31201
02 Jul 2022;;;;;-24.1296;15.8947;31201
03 Jul 2022;;;;;-24.1296;15.8947;31201
04 Jul 2022;;;;;-24.1296;15.8947;31201
05 Jul 2022;;;;;-24.1296;15.8947;31201
06 Jul 2022;;;;;-24.1296;15.8947;31201
07 Jul 2022;;;;;-24.1296;15.8947;31201
08 Jul 2022;;;;;-24.1296;15.8947;31201
09 Jul 2022;;;;;-24.1296;15.8947;31201
10 Jul 2022;;;;;-24.1296;15.8947;31201
11 Jul 2022;;;;;-24.1296;15.8947;31201
12 Jul 2022;;;;;-24.1296;15.8947;31201
13 Jul 2022;;;;;-24.1296;15.8947;31201
14 Jul 2022;;;;;-24.1296;15.8947;31201
15 Jul 2022;;;;;-24.1296;15.8947;31201
16 Jul 2022;;;;;-24.1296;15.8947;31201
17 Jul 2022;;;;;-24.1296;15.8947;31201
18 Jul 2022;;;;;-24.1296;15.8947;31201
19 Jul 2022;;;;;-24.1296;15.8947;31201
20 Jul 2022;;;;;-24.1296;15.8947;31201
21 Jul 2022;;;;;-24.1296;15.8947;31201
22 Jul 2022;;;;;-24.1296;15.8947;31201
23 Jul 2022;;;;;-24.1296;15.8947;31201
24 Jul 2022;;;;;-24.1296;15.8947;31201
25 Jul 2022;;;;;-24.1296;15.8947;31201
26 Jul 2022;;;;;-24.1296;15.8947;31201
27 Jul 2022;;;;;-24.1296;15.8947;31201
28 Jul 2022;;;;;-24.1296;15.8947;31201
29 Jul 2022;;;;;-24.1296;15.8947;31201
30 Jul 2022;;;;;-24.1296;15.8947;31201
31 Jul 2022;;;;;-24.1296;15.8947;31201
01 Aug 2022;;;;;-24.1296;15.8947;31201
02 Aug 2022;;;;;-24.1296;15.8947;31201
03 Aug 2022;;;;;-24.1296;15.8947;31201
04 Aug 2022;;;;;-24.1296;15.8947;31201
05 Aug 2022;;;;;-24.1296;15.8947;31201
06 Aug 2022;;;;;-24.1296;15.8947;31201
07 Aug 2022;;;;;-24.1296;15.8947;31201
08 Aug 2022;;;;;-24.1296;15.8947;31201
09 Aug 2022;;;;;-24.1296;15.8947;31201
10 Aug 2022;;;;;-24.1296;15.8947;31201
11 Aug 2022;;;;;-24.1296;15.8947;31201
12 Aug 2022;;;;;-24.1296;15.8947;31201
13 Aug 2022;;;;;-24.1296;15.8947;31201
14 Aug 2022;;;;;-24.1296;15.8947;31201
15 Aug 2022;;;;;-24.1296;15.8947;31201
16 Aug 2022;;;;;-24.1296;15.8947;31201
17 Aug 2022;;;;;-24.1296;15.8947;31201
18 Aug 2022;;;;;-24.1296;15.8947;31201
19 Aug 2022;;;;;-24.1296;15.8947;31201
20 Aug 2022;;;;;-24.1296;15.8947;31201
21 Aug 2022;;;;;-24.1296;15.8947;31201
22 Aug 2022;;;;;-24.1296;15.8947;31201
23 Aug 2022;;;;;-24.1296;15.8947;31201
24 Aug 2022;;;;;-24.1296;15.8947;31201
25 Aug 2022;;;;;-24.1296;15.8947;31201
26 Aug 2022;;;;;-24.1296;15.8947;31201
27 Aug 2022;;;;;-24.1296;15.8947;31201
28 Aug 2022;;;;;-24.1296;15.8947;31201
29 Aug 2022;;;;;-24.1296;15.8947;31201
30 Aug 2022;;;;;-24.1296;15.8947;31201
31 Aug 2022;;;;;-24.1296;15.8947;31201
01 May 2023;;;;;-24.1296;15.8947;31201
02 May 2023;;;;;-24.1296;15.8947;31201
03 May 2023;;;;;-24.1296;15.8947;31201
04 May 2023;;;;;-24.1296;15.8947;31201
05 May 2023;;;;;-24.1296;15.8947;31201
06 May 2023;;;;;-24.1296;15.8947;31201
07 May 2023;;;;;-24.1296;15.8947;31201
08 May 2023;;;;;-24.1296;15.8947;31201
09 May 2023;;;;;-24.1296;15.8947;31201
10 May 2023;;;;;-24.1296;15.8947;31201
11 May 2023;;;;;-24.1296;15.8947;31201
12 May 2023;;;;;-24.1296;15.8947;31201
13 May 2023;;;;;-24.1296;15.8947;31201
14 May 2023;;;;;-24.1296;15.8947;31201
15 May 2023;;;;;-24.1296;15.8947;31201
16 May 2023;;;;;-24.1296;15.8947;31201
17 May 2023;;;;;-24.1296;15.8947;31201
18 May 2023;;;;;-24.1296;15.8947;31201
19 May 2023;;;;;-24.1296;15.8947;31201
20 May 2023;;;;;-24.1296;15.8947;31201
21 May 2023;;;;;-24.1296;15.8947;31201
22 May 2023;;;;;-24.1296;15.8947;31201
23 May 2023;;;;;-24.1296;15.8947;31201
24 May 2023;;;;;-24.1296;15.8947;31201
25 May 2023;;;;;-24.1296;15.8947;31201
26 May 2023;;;;;-24.1296;15.8947;31201
27 May 2023;;;;;-24.1296;15.8947;31201
28 May 2023;;;;;-24.1296;15.8947;31201
29 May 2023;;;;;-24.1296;15.8947;31201
30 May 2023;;;;;-24.1296;15.8947;31201
31 May 2023;;;;;-24.1296;15.8947;31201
01 Jun 2023;;;;;-24.1296;15.8947;31201
02 Jun 2023;;;;;-24.1296;15.8947;31201
03 Jun 2023;;;;;-24.1296;15.8947;31201
04 Jun 2023;;;;;-24.1296;15.8947;31201
05 Jun 2023;;;;;-24.1296;15.8947;31201
06 Jun 2023;;;;;-24.1296;15.8947;31201
07 Jun 2023;;;;;-24.1296;15.8947;31201
08 Jun 2023;;;;;-24.1296;15.8947;31201
09 Jun 2023;;;;;-24.1296;15.8947;31201
10 Jun 2023;;;;;-24.1296;15.8947;31201
11 Jun 2023;;;;;-24.1296;15.8947;31201
12 Jun 2023;;;;;-24.1296;15.8947;31201
13 Jun 2023;;;;;-24.1296;15.8947;31201
14 Jun 2023;;;;;-24.1296;15.8947;31201
15 Jun 2023;;;;;-24.1296;15.8947;31201
16 Jun 2023;;;;;-24.1296;15.8947;31201
17 Jun 2023;;;;;-24.1296;15.8947;31201
18 Jun 2023;1.4;289.15171192392;5.0;262.4;-24.1296;15.8947;31201
19 Jun 2023;1.6;185.78493523912;2.6;156.8;-24.1296;15.8947;31201
20 Jun 2023;1.2;219.93084468516;4.1;255.5;-24.1296;15.8947;31201
21 Jun 2023;1.1;247.96002188628;4.4;320.5;-24.1296;15.8947;31201
22 Jun 2023;1.4;231.63216111617;4.2;308.1;-24.1296;15.8947;31201
23 Jun 2023;1.2;230.27104220374;4.3;316.3;-24.1296;15.8947;31201
24 Jun 2023;1.8;288.52541468379;8.0;335.6;-24.1296;15.8947;31201
25 Jun 2023;1.7;282.35168260319;6.9;293.0;-24.1296;15.8947;31201
26 Jun 2023;3.6;304.76918707665;6.3;303.1;-24.1296;15.8947;31201
27 Jun 2023;3.0;271.99365409999;4.6;312.6;-24.1296;15.8947;31201
28 Jun 2023;3.1;184.48267825806;7.2;183.0;-24.1296;15.8947;31201
29 Jun 2023;1.1;126.64945335754;3.9;176.5;-24.1296;15.8947;31201
30 Jun 2023;1.8;85.968148722029;5.2;26.35;-24.1296;15.8947;31201
01 Jul 2023;0.6;134.29408674317;3.5;102.0;-24.1296;15.8947;31201
02 Jul 2023;0.3;215.307252062;3.7;328.6;-24.1296;15.8947;31201
03 Jul 2023;0.4;148.15767920354;3.7;107.1;-24.1296;15.8947;31201
04 Jul 2023;1.7;184.9732756457;5.0;178.9;-24.1296;15.8947;31201
05 Jul 2023;0.4;170.40910088967;2.9;24.07;-24.1296;15.8947;31201
06 Jul 2023;1.2;328.0066388306;6.6;351.2;-24.1296;15.8947;31201
07 Jul 2023;2.5;310.67499861385;10.1;348.6;-24.1296;15.8947;31201
08 Jul 2023;2.1;204.87968921028;4.7;184.6;-24.1296;15.8947;31201
09 Jul 2023;3.4;131.80231975904;8.5;108.3;-24.1296;15.8947;31201
10 Jul 2023;0.6;107.5543865315;4.7;115.5;-24.1296;15.8947;31201
11 Jul 2023;4.6;69.660979981623;10.5;84.2;-24.1296;15.8947;31201
12 Jul 2023;6.6;41.415107083938;11.6;25.32;-24.1296;15.8947;31201
